MAP_ID;MAP_DESCRIPTION;AREA_ID;AREA_LB_0;AREA_LB_1;AREA_LB_2
4;province+poi;6;POI: CAGLIARI;CAGLIARI;CAGLIARI
4;province+poi;12;POI: MURAVERA-CASTIADAS;CASTIADAS;SUD SARDEGNA
4;province+poi;26;POI: SINIS-CUGLIERI;CABRAS;ORISTANO
4;province+poi;25;POI: SANTA TERESA GALLURA;SANTA TERESA GALLURA;SASSARI
4;province+poi;29;POI: VILLASIMIUS;VILLASIMIUS;SUD SARDEGNA
4;province+poi;28;POI: TORTOLI'-ARBATAX;TORTOLI';NUORO
4;province+poi;27;POI: STINTINO;STINTINO;SASSARI
4;province+poi;22;POI: PULA;PULA;CAGLIARI
4;province+poi;16;POI: PALAU;PALAU;SASSARI
4;province+poi;23;POI: SAN TEODORO;SAN TEODORO;SASSARI
4;province+poi;24;POI: SANTA MARIA NAVARRESE;BAUNEI;NUORO
4;province+poi;3;POI: ALGHERO;ALGHERO;SASSARI
4;province+poi;20;POI: PORTO DI OLBIA;OLBIA;SASSARI
4;province+poi;18;POI: PORTO DI CAGLIARI;CAGLIARI;CAGLIARI
4;province+poi;17;POI: PORTO DI ARBATAX;TORTOLI';NUORO
4;province+poi;5;POI: BUDONI;BUDONI;SASSARI
4;province+poi;4;POI: BOSA-MAGOMADAS-TRESNURAGHES;BOSA;ORISTANO
4;province+poi;34;PR: PROVINCIA DI SASSARI;PROVINCIA DI SASSARI;PROVINCIA DI SASSARI
4;province+poi;30;PR: CITTA' METROPOLITANA DI CAGLIARI;CITTA' METROPOLITANA DI CAGLIARI;CITTA' METROPOLITANA DI CAGLIARI
4;province+poi;32;PR: PROVINCIA DI NUORO;PROVINCIA DI NUORO;PROVINCIA DI NUORO
